Id,SalePrice
1461,130972.93345073148
1462,176408.7360438307
1463,130972.93345073148
1464,176408.7360438307
1465,267280.3412300292
1466,176408.7360438307
1467,176408.7360438307
1468,176408.7360438307
1469,221844.53863692994
1470,85537.13085763223
1471,221844.53863692994
1472,176408.7360438307
1473,130972.93345073148
1474,176408.7360438307
1475,221844.53863692994
1476,312716.1438231284
1477,267280.3412300292
1478,312716.1438231284
1479,267280.3412300292
1480,312716.1438231284
1481,267280.3412300292
1482,267280.3412300292
1483,176408.7360438307
1484,221844.53863692994
1485,221844.53863692994
1486,221844.53863692994
1487,267280.3412300292
1488,267280.3412300292
1489,221844.53863692994
1490,176408.7360438307
1491,221844.53863692994
1492,130972.93345073148
1493,176408.7360438307
1494,267280.3412300292
1495,267280.3412300292
1496,221844.53863692994
1497,221844.53863692994
1498,221844.53863692994
1499,221844.53863692994
1500,176408.7360438307
1501,176408.7360438307
1502,221844.53863692994
1503,267280.3412300292
1504,267280.3412300292
1505,221844.53863692994
1506,176408.7360438307
1507,176408.7360438307
1508,176408.7360438307
1509,176408.7360438307
1510,130972.93345073148
1511,130972.93345073148
1512,130972.93345073148
1513,176408.7360438307
1514,130972.93345073148
1515,130972.93345073148
1516,176408.7360438307
1517,176408.7360438307
1518,130972.93345073148
1519,221844.53863692994
1520,130972.93345073148
1521,130972.93345073148
1522,176408.7360438307
1523,85537.13085763223
1524,130972.93345073148
1525,130972.93345073148
1526,130972.93345073148
1527,85537.13085763223
1528,176408.7360438307
1529,130972.93345073148
1530,176408.7360438307
1531,85537.13085763223
1532,130972.93345073148
1533,130972.93345073148
1534,176408.7360438307
1535,130972.93345073148
1536,130972.93345073148
1537,-5334.474328566241
1538,267280.3412300292
1539,267280.3412300292
1540,130972.93345073148
1541,176408.7360438307
1542,130972.93345073148
1543,221844.53863692994
1544,85537.13085763223
1545,176408.7360438307
1546,176408.7360438307
1547,130972.93345073148
1548,176408.7360438307
1549,130972.93345073148
1550,130972.93345073148
1551,176408.7360438307
1552,85537.13085763223
1553,176408.7360438307
1554,176408.7360438307
1555,130972.93345073148
1556,130972.93345073148
1557,130972.93345073148
1558,176408.7360438307
1559,85537.13085763223
1560,130972.93345073148
1561,85537.13085763223
1562,130972.93345073148
1563,130972.93345073148
1564,130972.93345073148
1565,130972.93345073148
1566,221844.53863692994
1567,85537.13085763223
1568,176408.7360438307
1569,40101.32826453299
1570,176408.7360438307
1571,85537.13085763223
1572,130972.93345073148
1573,221844.53863692994
1574,130972.93345073148
1575,221844.53863692994
1576,176408.7360438307
1577,221844.53863692994
1578,176408.7360438307
1579,130972.93345073148
1580,221844.53863692994
1581,130972.93345073148
1582,130972.93345073148
1583,267280.3412300292
1584,221844.53863692994
1585,176408.7360438307
1586,40101.32826453299
1587,130972.93345073148
1588,130972.93345073148
1589,85537.13085763223
1590,176408.7360438307
1591,85537.13085763223
1592,130972.93345073148
1593,176408.7360438307
1594,85537.13085763223
1595,130972.93345073148
1596,221844.53863692994
1597,130972.93345073148
1598,221844.53863692994
1599,267280.3412300292
1600,267280.3412300292
1601,-5334.474328566241
1602,176408.7360438307
1603,85537.13085763223
1604,267280.3412300292
1605,267280.3412300292
1606,176408.7360438307
1607,176408.7360438307
1608,221844.53863692994
1609,221844.53863692994
1610,130972.93345073148
1611,130972.93345073148
1612,130972.93345073148
1613,130972.93345073148
1614,130972.93345073148
1615,85537.13085763223
1616,85537.13085763223
1617,85537.13085763223
1618,130972.93345073148
1619,130972.93345073148
1620,130972.93345073148
1621,130972.93345073148
1622,130972.93345073148
1623,267280.3412300292
1624,176408.7360438307
1625,176408.7360438307
1626,176408.7360438307
1627,176408.7360438307
1628,267280.3412300292
1629,221844.53863692994
1630,267280.3412300292
1631,267280.3412300292
1632,267280.3412300292
1633,221844.53863692994
1634,176408.7360438307
1635,176408.7360438307
1636,176408.7360438307
1637,130972.93345073148
1638,221844.53863692994
1639,176408.7360438307
1640,221844.53863692994
1641,176408.7360438307
1642,221844.53863692994
1643,267280.3412300292
1644,267280.3412300292
1645,130972.93345073148
1646,176408.7360438307
1647,221844.53863692994
1648,130972.93345073148
1649,130972.93345073148
1650,85537.13085763223
1651,85537.13085763223
1652,176408.7360438307
1653,176408.7360438307
1654,176408.7360438307
1655,221844.53863692994
1656,176408.7360438307
1657,176408.7360438307
1658,176408.7360438307
1659,221844.53863692994
1660,130972.93345073148
1661,312716.1438231284
1662,312716.1438231284
1663,312716.1438231284
1664,358151.94641622767
1665,312716.1438231284
1666,267280.3412300292
1667,267280.3412300292
1668,312716.1438231284
1669,312716.1438231284
1670,312716.1438231284
1671,221844.53863692994
1672,312716.1438231284
1673,267280.3412300292
1674,267280.3412300292
1675,176408.7360438307
1676,176408.7360438307
1677,221844.53863692994
1678,358151.94641622767
1679,267280.3412300292
1680,312716.1438231284
1681,312716.1438231284
1682,267280.3412300292
1683,221844.53863692994
1684,221844.53863692994
1685,176408.7360438307
1686,221844.53863692994
1687,221844.53863692994
1688,221844.53863692994
1689,221844.53863692994
1690,221844.53863692994
1691,221844.53863692994
1692,267280.3412300292
1693,221844.53863692994
1694,176408.7360438307
1695,221844.53863692994
1696,221844.53863692994
1697,221844.53863692994
1698,267280.3412300292
1699,267280.3412300292
1700,221844.53863692994
1701,267280.3412300292
1702,267280.3412300292
1703,267280.3412300292
1704,267280.3412300292
1705,267280.3412300292
1706,312716.1438231284
1707,221844.53863692994
1708,221844.53863692994
1709,312716.1438231284
1710,267280.3412300292
1711,267280.3412300292
1712,267280.3412300292
1713,221844.53863692994
1714,221844.53863692994
1715,221844.53863692994
1716,221844.53863692994
1717,221844.53863692994
1718,176408.7360438307
1719,221844.53863692994
1720,267280.3412300292
1721,221844.53863692994
1722,130972.93345073148
1723,130972.93345073148
1724,221844.53863692994
1725,221844.53863692994
1726,176408.7360438307
1727,176408.7360438307
1728,221844.53863692994
1729,176408.7360438307
1730,176408.7360438307
1731,130972.93345073148
1732,130972.93345073148
1733,130972.93345073148
1734,130972.93345073148
1735,130972.93345073148
1736,130972.93345073148
1737,267280.3412300292
1738,221844.53863692994
1739,221844.53863692994
1740,176408.7360438307
1741,176408.7360438307
1742,176408.7360438307
1743,221844.53863692994
1744,267280.3412300292
1745,221844.53863692994
1746,267280.3412300292
1747,221844.53863692994
1748,176408.7360438307
1749,130972.93345073148
1750,176408.7360438307
1751,221844.53863692994
1752,130972.93345073148
1753,130972.93345073148
1754,221844.53863692994
1755,176408.7360438307
1756,85537.13085763223
1757,130972.93345073148
1758,85537.13085763223
1759,130972.93345073148
1760,130972.93345073148
1761,130972.93345073148
1762,130972.93345073148
1763,176408.7360438307
1764,130972.93345073148
1765,176408.7360438307
1766,176408.7360438307
1767,176408.7360438307
1768,130972.93345073148
1769,221844.53863692994
1770,176408.7360438307
1771,130972.93345073148
1772,130972.93345073148
1773,85537.13085763223
1774,130972.93345073148
1775,176408.7360438307
1776,130972.93345073148
1777,130972.93345073148
1778,130972.93345073148
1779,130972.93345073148
1780,221844.53863692994
1781,130972.93345073148
1782,40101.32826453299
1783,130972.93345073148
1784,85537.13085763223
1785,130972.93345073148
1786,85537.13085763223
1787,221844.53863692994
1788,-5334.474328566241
1789,130972.93345073148
1790,40101.32826453299
1791,176408.7360438307
1792,176408.7360438307
1793,176408.7360438307
1794,176408.7360438307
1795,176408.7360438307
1796,176408.7360438307
1797,176408.7360438307
1798,130972.93345073148
1799,130972.93345073148
1800,130972.93345073148
1801,85537.13085763223
1802,176408.7360438307
1803,176408.7360438307
1804,130972.93345073148
1805,176408.7360438307
1806,176408.7360438307
1807,176408.7360438307
1808,130972.93345073148
1809,130972.93345073148
1810,130972.93345073148
1811,85537.13085763223
1812,130972.93345073148
1813,130972.93345073148
1814,85537.13085763223
1815,-5334.474328566241
1816,130972.93345073148
1817,85537.13085763223
1818,176408.7360438307
1819,176408.7360438307
1820,85537.13085763223
1821,176408.7360438307
1822,176408.7360438307
1823,40101.32826453299
1824,176408.7360438307
1825,130972.93345073148
1826,130972.93345073148
1827,130972.93345073148
1828,130972.93345073148
1829,130972.93345073148
1830,176408.7360438307
1831,221844.53863692994
1832,130972.93345073148
1833,176408.7360438307
1834,176408.7360438307
1835,221844.53863692994
1836,176408.7360438307
1837,85537.13085763223
1838,176408.7360438307
1839,85537.13085763223
1840,130972.93345073148
1841,130972.93345073148
1842,130972.93345073148
1843,130972.93345073148
1844,176408.7360438307
1845,130972.93345073148
1846,176408.7360438307
1847,130972.93345073148
1848,-5334.474328566241
1849,85537.13085763223
1850,130972.93345073148
1851,176408.7360438307
1852,130972.93345073148
1853,130972.93345073148
1854,221844.53863692994
1855,176408.7360438307
1856,221844.53863692994
1857,130972.93345073148
1858,130972.93345073148
1859,130972.93345073148
1860,130972.93345073148
1861,130972.93345073148
1862,221844.53863692994
1863,221844.53863692994
1864,221844.53863692994
1865,312716.1438231284
1866,312716.1438231284
1867,267280.3412300292
1868,267280.3412300292
1869,221844.53863692994
1870,267280.3412300292
1871,267280.3412300292
1872,176408.7360438307
1873,221844.53863692994
1874,130972.93345073148
1875,221844.53863692994
1876,176408.7360438307
1877,221844.53863692994
1878,221844.53863692994
1879,130972.93345073148
1880,130972.93345073148
1881,221844.53863692994
1882,267280.3412300292
1883,221844.53863692994
1884,221844.53863692994
1885,267280.3412300292
1886,267280.3412300292
1887,221844.53863692994
1888,267280.3412300292
1889,176408.7360438307
1890,85537.13085763223
1891,176408.7360438307
1892,85537.13085763223
1893,130972.93345073148
1894,130972.93345073148
1895,130972.93345073148
1896,130972.93345073148
1897,130972.93345073148
1898,176408.7360438307
1899,176408.7360438307
1900,221844.53863692994
1901,130972.93345073148
1902,130972.93345073148
1903,221844.53863692994
1904,130972.93345073148
1905,176408.7360438307
1906,130972.93345073148
1907,176408.7360438307
1908,176408.7360438307
1909,176408.7360438307
1910,176408.7360438307
1911,176408.7360438307
1912,221844.53863692994
1913,130972.93345073148
1914,85537.13085763223
1915,267280.3412300292
1916,-5334.474328566241
1917,267280.3412300292
1918,176408.7360438307
1919,176408.7360438307
1920,130972.93345073148
1921,312716.1438231284
1922,312716.1438231284
1923,176408.7360438307
1924,221844.53863692994
1925,221844.53863692994
1926,312716.1438231284
1927,130972.93345073148
1928,130972.93345073148
1929,130972.93345073148
1930,176408.7360438307
1931,130972.93345073148
1932,130972.93345073148
1933,130972.93345073148
1934,176408.7360438307
1935,176408.7360438307
1936,176408.7360438307
1937,176408.7360438307
1938,130972.93345073148
1939,267280.3412300292
1940,267280.3412300292
1941,176408.7360438307
1942,176408.7360438307
1943,267280.3412300292
1944,267280.3412300292
1945,312716.1438231284
1946,176408.7360438307
1947,312716.1438231284
1948,176408.7360438307
1949,221844.53863692994
1950,221844.53863692994
1951,221844.53863692994
1952,221844.53863692994
1953,176408.7360438307
1954,221844.53863692994
1955,130972.93345073148
1956,221844.53863692994
1957,176408.7360438307
1958,267280.3412300292
1959,130972.93345073148
1960,85537.13085763223
1961,130972.93345073148
1962,176408.7360438307
1963,176408.7360438307
1964,130972.93345073148
1965,176408.7360438307
1966,221844.53863692994
1967,267280.3412300292
1968,267280.3412300292
1969,312716.1438231284
1970,312716.1438231284
1971,358151.94641622767
1972,312716.1438231284
1973,267280.3412300292
1974,267280.3412300292
1975,358151.94641622767
1976,267280.3412300292
1977,267280.3412300292
1978,267280.3412300292
1979,312716.1438231284
1980,221844.53863692994
1981,312716.1438231284
1982,267280.3412300292
1983,267280.3412300292
1984,221844.53863692994
1985,221844.53863692994
1986,221844.53863692994
1987,221844.53863692994
1988,176408.7360438307
1989,221844.53863692994
1990,221844.53863692994
1991,221844.53863692994
1992,221844.53863692994
1993,221844.53863692994
1994,221844.53863692994
1995,221844.53863692994
1996,267280.3412300292
1997,312716.1438231284
1998,267280.3412300292
1999,221844.53863692994
2000,267280.3412300292
2001,221844.53863692994
2002,221844.53863692994
2003,267280.3412300292
2004,267280.3412300292
2005,267280.3412300292
2006,267280.3412300292
2007,267280.3412300292
2008,221844.53863692994
2009,176408.7360438307
2010,221844.53863692994
2011,176408.7360438307
2012,221844.53863692994
2013,176408.7360438307
2014,176408.7360438307
2015,221844.53863692994
2016,176408.7360438307
2017,221844.53863692994
2018,130972.93345073148
2019,130972.93345073148
2020,130972.93345073148
2021,130972.93345073148
2022,176408.7360438307
2023,130972.93345073148
2024,176408.7360438307
2025,312716.1438231284
2026,221844.53863692994
2027,176408.7360438307
2028,221844.53863692994
2029,176408.7360438307
2030,312716.1438231284
2031,312716.1438231284
2032,312716.1438231284
2033,312716.1438231284
2034,221844.53863692994
2035,221844.53863692994
2036,267280.3412300292
2037,267280.3412300292
2038,358151.94641622767
2039,267280.3412300292
2040,312716.1438231284
2041,267280.3412300292
2042,221844.53863692994
2043,176408.7360438307
2044,176408.7360438307
2045,221844.53863692994
2046,130972.93345073148
2047,130972.93345073148
2048,130972.93345073148
2049,130972.93345073148
2050,221844.53863692994
2051,130972.93345073148
2052,130972.93345073148
2053,130972.93345073148
2054,85537.13085763223
2055,130972.93345073148
2056,130972.93345073148
2057,130972.93345073148
2058,176408.7360438307
2059,130972.93345073148
2060,130972.93345073148
2061,176408.7360438307
2062,130972.93345073148
2063,130972.93345073148
2064,130972.93345073148
2065,130972.93345073148
2066,176408.7360438307
2067,130972.93345073148
2068,130972.93345073148
2069,85537.13085763223
2070,130972.93345073148
2071,85537.13085763223
2072,130972.93345073148
2073,130972.93345073148
2074,221844.53863692994
2075,176408.7360438307
2076,130972.93345073148
2077,130972.93345073148
2078,130972.93345073148
2079,176408.7360438307
2080,176408.7360438307
2081,176408.7360438307
2082,130972.93345073148
2083,130972.93345073148
2084,130972.93345073148
2085,130972.93345073148
2086,176408.7360438307
2087,130972.93345073148
2088,130972.93345073148
2089,130972.93345073148
2090,176408.7360438307
2091,85537.13085763223
2092,85537.13085763223
2093,130972.93345073148
2094,221844.53863692994
2095,176408.7360438307
2096,130972.93345073148
2097,130972.93345073148
2098,130972.93345073148
2099,-5334.474328566241
2100,40101.32826453299
2101,130972.93345073148
2102,221844.53863692994
2103,130972.93345073148
